date	exchange_rate
2019/8/12	11566.84
2019/8/15	10016.96
2019/8/18	10214.52
2019/8/21	10760.56
2019/8/24	10405.81
2019/8/27	10360.28
2019/8/30	9484.55
2019/9/2	9769.79
2019/9/5	10584.16
2019/9/8	10487.21
2019/9/11	10101.03
2019/9/14	10363.9
2019/9/17	10265.63
2019/9/20	10275.88
2019/9/23	10033.05
2019/9/26	8432.23
2019/9/29	8225
2019/10/2	8322.92
2019/10/5	8155.48
2019/10/8	8212.02
2019/10/11	8586.9
2019/10/14	8283.76
2019/10/17	8002.51
2019/10/20	7960.04
2019/10/23	8026.76
2019/10/26	8666.79
2019/10/28	9218.76
2019/10/31	9147.98
2019/11/3	9206.16
2019/11/6	9343.34
2019/11/9	8809.41
2019/11/12	8801.52
2019/11/15	8457.69
2019/11/18	8175.99
2019/11/21	7617.07
2019/11/24	6907.4
2019/11/27	7523.83
2019/11/30	7557.72
2019/12/3	7296.77
2019/12/6	7547.19
2019/12/9	7337.42
2019/12/12	7189.16
2019/12/15	7111.14
2019/12/18	7284.29
2019/12/21	7143.2
2019/12/24	7250.69
2019/12/27	7243.93
2019/12/30	7219.6
2020/1/2	6944.33
2020/1/5	7351.57
2020/1/8	8042.65
2020/1/11	8021.49
2020/1/14	8842.42
2020/1/17	8900.34
2020/1/20	8626.47
2020/1/23	8388.11
2020/1/26	8588.42
2020/1/29	9279.81
2020/2/1	9378.09
2020/2/4	9162.14
2020/2/7	9807.54
2020/2/10	9854.79
2020/2/13	10242.43
2020/2/16	9937.67
2020/2/19	9604.72
2020/2/22	9669.63
2020/2/25	9309.15
2020/2/28	8712.35
2020/3/2	8912.82
2020/3/5	9067.39
2020/3/8	8039.38
2020/3/11	7936.65
2020/3/14	5166.26
2020/3/17	5357.61
2020/3/20	6226.44
2020/3/23	6502.16
2020/3/26	6763.75
2020/3/30	5885.41
2020/4/2	6652.87
2020/4/5	6871.69
2020/4/8	7205.55
2020/4/11	6873.24
2020/4/14	6857.66
2020/4/17	7112.27
2020/4/20	7130.04
2020/4/23	7130.99
2020/4/26	7549.52
2020/4/29	7765.33
2020/5/2	8824.66
2020/5/5	8885.93
2020/5/8	10002.48
2020/5/11	8754.46
2020/5/14	9305.93
2020/5/17	9385.7
2020/5/20	9785.74
2020/5/23	9167.26
2020/5/26	8899.66
2020/5/29	9569.21
2020/6/1	9450.84
2020/6/4	9658.04
2020/6/7	9670.43
2020/6/10	9775.15
2020/6/13	9459.97
2020/6/16	9426.7
2020/6/19	9380.03
2020/6/22	9284.78
2020/6/25	9276.58
2020/6/28	9004.23
2020/7/1	9133.97
2020/7/4	9072.42
2020/7/7	9348.91
2020/7/10	9238.04
2020/7/13	9295.9
2020/7/16	9193.51
2020/7/19	9174.71
2020/7/22	9392.66
2020/7/25	9551.28
2020/7/28	11042.4
2020/7/31	11114.93
2020/8/3	11077.77
2020/8/6	11750.28
2020/8/9	11767.6
2020/8/12	11392.43
2020/8/15	11774.38
2020/8/18	12293.72
2020/8/21	11865.82
2020/8/24	11653.02
2020/8/27	11467.37
2020/8/30	11481.64
2020/9/2	11923.25
2020/9/5	10467.89
2020/9/8	10367.74
2020/9/11	10352.66
2020/9/14	10330.77
2020/9/17	10948.43
2020/9/20	11081.43
2020/9/23	10532.22
2020/9/26	10692.84
2020/9/29	10692.33
2020/10/2	10619.24
2020/10/5	10673.46
2020/10/8	10670.8
2020/10/11	11302.67
2020/10/14	11428.24
2020/10/17	11327.57
2020/10/20	11758.16
2020/10/23	12990.25
2020/10/25	13036.77
2020/10/28	13289
2020/10/31	13810.32
2020/11/3	14023.31
2020/11/6	15595.77
2020/11/9	15328.53
2020/11/12	16295.57
2020/11/15	15968.16
2020/11/18	17798.45
2020/11/21	18699.75
2020/11/24	19172.52
2020/11/27	17138.87
2020/11/30	19709.73
2020/12/3	19454.54
2020/12/6	19377.66
2020/12/9	18554.15
2020/12/12	18803.44
2020/12/15	19439.75
2020/12/18	23150.79
2020/12/21	22745.48
2020/12/24	23715.53
2020/12/27	26246.58
2020/12/30	28856.59
2021/1/2	32195.46
2021/1/5	34046.67
2021/1/8	40670.25
2021/1/11	35544.94
2021/1/14	39158.47
2021/1/17	35793.01
2021/1/20	35538.98
2021/1/23	32099.74
2021/1/26	32541.8
2021/1/29	34314.26
2021/2/1	33522.9
2021/2/4	37002.09
2021/2/7	38928.1
2021/2/10	44878.17
2021/2/13	47185.19
2021/2/16	49160.1
2021/2/19	55916.5
2021/2/22	54123.4
2021/2/25	46800.42
2021/2/28	45113.92
2021/3/3	50477.7
2021/3/6	48881.59
2021/3/9	54881.52
2021/3/12	57253.28
2021/3/15	55754.72
2021/3/18	57665.9
2021/3/21	57411.17
2021/3/24	52508.23
2021/3/27	55863.93
2021/3/31	58730.13
2021/4/3	59031.32
2021/4/6	59054.1
2021/4/9	58048.59
2021/4/12	59964.87
2021/4/15	62969.12
2021/4/18	60087.09
2021/4/21	56507.91
2021/4/24	51153.13
2021/4/27	54056.64
2021/4/30	53584.15
2021/5/3	56610.46
2021/5/6	57473.23
2021/5/9	58928.81
2021/5/12	56750
2021/5/15	49922.52
2021/5/18	43596.24
2021/5/21	40784.32
2021/5/24	34754.54
2021/5/27	39266.04
2021/5/30	34647.67
2021/6/2	36662.64
2021/6/5	36885.51
2021/6/8	33514.87
2021/6/11	36704.57
2021/6/14	39066.82
2021/6/17	38324.87
2021/6/20	35524.17
2021/6/23	32447.59
2021/6/26	31640.58
2021/6/29	34456.67
2021/7/2	33536.88
2021/7/5	35309.3
2021/7/8	33839.04
2021/7/11	33515.57
2021/7/14	32686.56
2021/7/17	31421.25
2021/7/20	30815.94
2021/7/23	32297.89
2021/7/26	35365.2
2021/7/29	40002.53
2021/8/1	41659.06
2021/8/4	38138
2021/8/7	42825.95
2021/8/10	46333.46
2021/8/13	44417.78
2021/8/16	47056.41
2021/8/19	44777.86
2021/8/22	48932.02
2021/8/25	47744.58
2021/8/28	49056.86
2021/8/31	47074.77
2021/9/3	49329.01
2021/9/6	51769.06
2021/9/9	46078.38
2021/9/12	45144.79
2021/9/15	47072.12
2021/9/18	47263.6
2021/9/21	42901.56
2021/9/24	44888.96
2021/9/27	43182.63
2021/9/30	41522.38
2021/10/3	47727.1
2021/10/6	51505.83
2021/10/9	53867.3
2021/10/12	57452.01
2021/10/15	57397.74
2021/10/18	61546.21
2021/10/21	66063.56
2021/10/24	61277.28
2021/10/27	60345.17
2021/10/30	62249.18
2021/11/1	61029.5
2021/11/4	61441.83
2021/11/7	63293.22
2021/11/10	64976.73
2021/11/13	64420.94
2021/11/16	60172.26
2021/11/19	58133.02
2021/11/22	56301.52
2021/11/25	58935.45
2021/11/28	57292.28
2021/12/1	57229.76
2021/12/4	49253.86
2021/12/7	50645.41
2021/12/10	47137.46
2021/12/13	46757.09
2021/12/16	47658.38
2021/12/19	46689.28
2021/12/22	48628.35
2021/12/25	50470.89
2021/12/28	47601.26
2021/12/31	46249.56
2022/1/3	46441.99
2022/1/6	43120.63
2022/1/9	41864.44
2022/1/12	43926
2022/1/15	43146.53
2022/1/18	42381.48
2022/1/21	36480.85
2022/1/24	36678.82
2022/1/27	37146.85
2022/1/30	37918.62
2022/2/2	36912.68
2022/2/5	41435.43
2022/2/8	44133.28
2022/2/11	42401.27
2022/2/14	42580.94
2022/2/17	40565.69
2022/2/20	38382.32
2022/2/23	37291.48
2022/2/26	39103.91
2022/3/1	44418.83
2022/3/4	39141.25
2022/3/7	38032.5
2022/3/10	39437.89
2022/3/13	37820.39
2022/3/16	41133.08
2022/3/19	42222.32
2022/3/22	42372.67
2022/3/25	44334.33
2022/3/29	47115.93
